matricula;tipus;dia_hora;durada;hora;dia_setmana;dia_setmana_dec
2365 CXY;3;2023-01-06 09:53:08;21521;9.9;4;4.4
2365 CXY;3;2023-11-09 08:47:42;22109;8.8;3;3.4
2365 CXY;3;2023-06-16 07:36:41;20139;7.6;4;4.3
2365 CXY;3;2023-04-24 07:24:58;23420;7.4;0;0.3
2365 CXY;3;2023-06-14 09:04:27;24725;9.1;2;2.4
2365 CXY;3;2023-10-09 08:30:55;25860;8.5;0;0.4
2365 CXY;3;2023-12-07 08:02:56;24057;8.0;3;3.3
2365 CXY;3;2023-01-13 09:08:34;18780;9.1;4;4.4
2365 CXY;3;2023-09-04 07:59:58;27007;8.0;0;0.3
2365 CXY;3;2023-01-27 09:59:02;24167;10.0;4;4.4
2365 CXY;3;2023-06-20 07:58:47;22114;8.0;1;1.3
2365 CXY;3;2023-10-03 07:22:41;22629;7.4;1;1.3
2365 CXY;3;2023-07-11 09:49:44;26283;9.8;1;1.4
2365 CXY;3;2023-08-16 09:43:09;23152;9.7;2;2.4
2365 CXY;3;2023-05-10 08:41:47;27989;8.7;2;2.4
2365 CXY;3;2023-01-05 07:13:48;25144;7.2;3;3.3
2365 CXY;3;2023-06-01 07:54:10;23047;7.9;3;3.3
2365 CXY;3;2023-01-19 08:45:36;20125;8.8;3;3.4
2365 CXY;3;2023-05-04 09:20:18;16829;9.3;3;3.4
2365 CXY;3;2023-01-11 08:23:38;23784;8.4;2;2.4
2365 CXY;3;2023-03-09 11:16:37;20307;11.3;3;3.5
2365 CXY;3;2023-05-05 08:45:47;26085;8.8;4;4.4
2365 CXY;3;2023-01-31 07:36:39;24452;7.6;1;1.3
2365 CXY;3;2023-03-21 10:38:50;17103;10.6;1;1.4
2365 CXY;3;2023-04-12 06:54:53;18605;6.9;2;2.3
2365 CXY;3;2023-02-13 09:36:56;22635;9.6;0;0.4
2365 CXY;3;2023-10-27 08:44:24;23074;8.7;4;4.4
2365 CXY;3;2023-02-15 09:20:09;22390;9.3;2;2.4
2365 CXY;3;2023-06-12 10:54:50;23288;10.9;0;0.5
2365 CXY;3;2023-07-05 09:52:25;27551;9.9;2;2.4
2365 CXY;3;2023-08-28 09:13:30;19866;9.2;0;0.4
2365 CXY;3;2023-07-04 09:06:27;20884;9.1;1;1.4
2365 CXY;3;2023-09-05 10:48:55;20512;10.8;1;1.4
2365 CXY;3;2023-03-28 08:42:45;25716;8.7;1;1.4
2365 CXY;3;2023-12-08 08:16:01;16504;8.3;4;4.3
2365 CXY;3;2023-09-14 08:13:45;23255;8.2;3;3.3
2365 CXY;3;2023-03-27 07:54:19;22924;7.9;0;0.3
2365 CXY;3;2023-06-28 08:54:20;15438;8.9;2;2.4
2365 CXY;3;2023-12-27 06:48:32;17127;6.8;2;2.3
2365 CXY;3;2023-08-23 07:58:01;17121;8.0;2;2.3
2365 CXY;3;2023-01-10 08:13:47;27419;8.2;1;1.3
2365 CXY;3;2023-08-22 08:34:09;18948;8.6;1;1.4
2365 CXY;3;2023-03-17 08:04:30;15230;8.1;4;4.3
2365 CXY;3;2023-04-20 10:07:46;17920;10.1;3;3.4
2365 CXY;3;2023-09-27 08:35:05;26161;8.6;2;2.4
2365 CXY;3;2023-10-05 10:10:16;16151;10.2;3;3.4
2365 CXY;3;2023-04-13 07:22:35;18637;7.4;3;3.3
2365 CXY;3;2023-12-29 08:41:57;26578;8.7;4;4.4
2365 CXY;3;2023-06-26 09:26:28;23364;9.4;0;0.4
8613 YWP;3;2023-08-21 10:12:07;18855;10.2;0;0.4
8613 YWP;3;2023-03-22 08:31:56;21012;8.5;2;2.4
8613 YWP;3;2023-03-02 07:35:20;20254;7.6;3;3.3
8613 YWP;3;2023-02-09 10:04:32;20313;10.1;3;3.4
8613 YWP;3;2023-08-04 10:00:50;17641;10.0;4;4.4
8613 YWP;3;2023-04-10 09:20:06;16019;9.3;0;0.4
8613 YWP;3;2023-09-05 09:38:21;19140;9.6;1;1.4
8613 YWP;3;2023-11-23 08:32:38;22861;8.5;3;3.4
8613 YWP;3;2023-07-11 09:26:21;22355;9.4;1;1.4
8613 YWP;3;2023-03-13 10:05:31;25825;10.1;0;0.4
8613 YWP;3;2023-12-05 10:08:33;13136;10.1;1;1.4
8613 YWP;3;2023-12-20 07:46:22;16904;7.8;2;2.3
8613 YWP;3;2023-10-17 09:30:56;21125;9.5;1;1.4
8613 YWP;3;2023-06-01 08:23:43;21256;8.4;3;3.4
8613 YWP;3;2023-02-20 08:26:22;22160;8.4;0;0.4
8613 YWP;3;2023-07-26 07:34:12;25447;7.6;2;2.3
8613 YWP;3;2023-09-28 09:10:02;23766;9.2;3;3.4
8613 YWP;3;2023-04-07 10:25:44;24892;10.4;4;4.4
8613 YWP;3;2023-07-14 09:24:37;23139;9.4;4;4.4
8613 YWP;3;2023-08-30 10:14:02;19897;10.2;2;2.4
8613 YWP;3;2023-01-20 07:51:36;23042;7.9;4;4.3
8613 YWP;3;2023-12-26 08:55:11;26949;8.9;1;1.4
8613 YWP;3;2023-01-12 08:25:19;21207;8.4;3;3.4
8613 YWP;3;2023-04-13 09:21:14;15868;9.4;3;3.4
8613 YWP;3;2023-02-22 08:47:21;21564;8.8;2;2.4
8613 YWP;3;2023-03-21 09:38:05;28337;9.6;1;1.4
8613 YWP;3;2023-08-02 06:14:18;22843;6.2;2;2.3
8613 YWP;3;2023-06-02 07:30:25;20391;7.5;4;4.3
8613 YWP;3;2023-12-14 09:41:50;19860;9.7;3;3.4
8613 YWP;3;2023-11-24 10:13:04;21403;10.2;4;4.4
8613 YWP;3;2023-01-06 10:24:40;21133;10.4;4;4.4
8613 YWP;3;2023-05-17 10:12:23;26953;10.2;2;2.4
8613 YWP;3;2023-11-10 10:32:04;24120;10.5;4;4.4
8613 YWP;3;2023-07-28 08:40:11;18727;8.7;4;4.4
8613 YWP;3;2023-11-27 09:01:12;15877;9.0;0;0.4
8613 YWP;3;2023-02-23 09:29:27;17105;9.5;3;3.4
8613 YWP;3;2023-11-17 07:35:05;19856;7.6;4;4.3
8613 YWP;3;2023-12-19 08:50:27;26316;8.8;1;1.4
8613 YWP;3;2023-06-06 09:24:10;27233;9.4;1;1.4
8613 YWP;3;2023-07-27 09:50:15;23167;9.8;3;3.4
8613 YWP;3;2023-04-06 08:34:36;24317;8.6;3;3.4
8613 YWP;3;2023-08-16 10:56:40;17538;10.9;2;2.5
8613 YWP;3;2023-02-15 11:35:02;22482;11.6;2;2.5
8613 YWP;3;2023-06-29 09:36:27;26107;9.6;3;3.4
8613 YWP;3;2023-07-03 07:14:22;17958;7.2;0;0.3
8613 YWP;3;2023-10-13 09:00:01;21932;9.0;4;4.4
8613 YWP;3;2023-06-27 08:09:19;21340;8.2;1;1.3
8613 YWP;3;2023-01-25 09:28:02;20904;9.5;2;2.4
8613 YWP;3;2023-05-22 08:56:39;18843;8.9;0;0.4
8613 YWP;3;2023-11-16 08:16:29;20508;8.3;3;3.3
8613 YWP;3;2023-12-27 09:10:04;31365;9.2;2;2.4
8613 YWP;3;2023-12-04 09:43:56;15099;9.7;0;0.4
8613 YWP;3;2023-03-16 09:10:54;23301;9.2;3;3.4
8613 YWP;3;2023-05-04 09:34:12;27369;9.6;3;3.4
8613 YWP;3;2023-10-25 07:29:42;16472;7.5;2;2.3
8613 YWP;3;2023-12-22 10:39:18;17818;10.7;4;4.4
8613 YWP;3;2023-12-15 06:35:32;17407;6.6;4;4.3
8613 YWP;3;2023-08-23 11:32:02;26345;11.5;2;2.5
8613 YWP;3;2023-04-28 09:10:08;19788;9.2;4;4.4
8613 YWP;3;2023-10-20 07:56:58;20361;7.9;4;4.3
8613 YWP;3;2023-03-01 08:25:48;21014;8.4;2;2.4
8613 YWP;3;2023-10-10 08:55:55;23375;8.9;1;1.4
8613 YWP;3;2023-06-22 09:25:49;28067;9.4;3;3.4
8613 YWP;3;2023-07-10 09:01:31;17779;9.0;0;0.4
8613 YWP;3;2023-04-25 09:16:54;17363;9.3;1;1.4
8613 YWP;3;2023-12-08 09:03:11;18556;9.1;4;4.4
8613 YWP;3;2023-05-30 09:54:24;19131;9.9;1;1.4
8613 YWP;3;2023-03-08 07:58:20;25963;8.0;2;2.3
8613 YWP;3;2023-06-14 08:25:22;18221;8.4;2;2.4
8613 YWP;3;2023-05-19 09:43:57;23192;9.7;4;4.4
8613 YWP;3;2023-08-03 10:15:06;25516;10.3;3;3.4
8613 YWP;3;2023-06-23 08:19:05;18261;8.3;4;4.3
8613 YWP;3;2023-12-13 07:56:01;28644;7.9;2;2.3
8613 YWP;3;2023-04-03 09:55:44;23128;9.9;0;0.4
8613 YWP;3;2023-05-09 07:18:13;20159;7.3;1;1.3
8613 YWP;3;2023-01-09 08:16:53;17500;8.3;0;0.3
8613 YWP;3;2023-04-17 07:33:19;20831;7.6;0;0.3
8613 YWP;3;2023-11-08 08:13:36;21335;8.2;2;2.3
8613 YWP;3;2023-03-06 07:04:56;18051;7.1;0;0.3
8613 YWP;3;2023-04-24 09:33:29;22060;9.6;0;0.4
8613 YWP;3;2023-06-19 08:47:24;16907;8.8;0;0.4
8613 YWP;3;2023-11-14 10:07:08;18185;10.1;1;1.4
8613 YWP;3;2023-09-20 07:52:16;21606;7.9;2;2.3
8613 YWP;3;2023-10-30 08:31:51;17164;8.5;0;0.4
8613 YWP;3;2023-05-12 09:49:15;24872;9.8;4;4.4
8613 YWP;3;2023-05-23 08:06:59;18072;8.1;1;1.3
8613 YWP;3;2023-06-09 08:35:17;21098;8.6;4;4.4
8613 YWP;3;2023-04-26 07:49:24;19509;7.8;2;2.3
8613 YWP;3;2023-05-25 08:28:40;26095;8.5;3;3.4
8613 YWP;3;2023-12-01 06:57:15;25143;7.0;4;4.3
8613 YWP;3;2023-10-31 09:14:52;17045;9.2;1;1.4
8613 YWP;3;2023-12-18 08:12:52;18217;8.2;0;0.3
8613 YWP;3;2023-08-22 08:30:57;22581;8.5;1;1.4
8613 YWP;3;2023-02-14 09:33:45;22500;9.6;1;1.4
8613 YWP;3;2023-12-07 08:12:44;23500;8.2;3;3.3
8613 YWP;3;2023-09-25 08:06:29;25093;8.1;0;0.3
8613 YWP;3;2023-10-06 09:23:54;20203;9.4;4;4.4
8613 YWP;3;2023-09-19 07:43:11;28396;7.7;1;1.3
8613 YWP;3;2023-11-20 08:35:57;18191;8.6;0;0.4
8613 YWP;3;2023-03-15 09:55:00;24521;9.9;2;2.4
8613 YWP;3;2023-10-12 09:02:40;22110;9.0;3;3.4
8613 YWP;3;2023-09-26 08:58:42;22131;9.0;1;1.4
8613 YWP;3;2023-07-07 10:09:07;19850;10.2;4;4.4
8613 YWP;3;2023-03-17 07:36:14;24715;7.6;4;4.3
8613 YWP;3;2023-05-29 09:16:48;19675;9.3;0;0.4
8613 YWP;3;2023-09-27 07:51:14;18417;7.9;2;2.3
8613 YWP;3;2023-01-02 10:00:34;20300;10.0;0;0.4
8613 YWP;3;2023-08-31 08:41:11;22442;8.7;3;3.4
8613 YWP;3;2023-02-21 07:43:59;16214;7.7;1;1.3
8613 YWP;3;2023-01-13 09:41:24;19399;9.7;4;4.4
8613 YWP;3;2023-03-30 07:21:18;25145;7.4;3;3.3
8613 YWP;3;2023-04-21 08:28:32;24478;8.5;4;4.4
8613 YWP;3;2023-10-18 10:17:06;18875;10.3;2;2.4
8613 YWP;3;2023-09-01 10:06:42;23434;10.1;4;4.4
8613 YWP;3;2023-11-02 09:08:50;21588;9.1;3;3.4
8613 YWP;3;2023-07-24 10:41:39;27226;10.7;0;0.4
8613 YWP;3;2023-05-01 10:34:41;23770;10.6;0;0.4
8613 YWP;3;2023-05-05 08:47:15;21868;8.8;4;4.4
8613 YWP;3;2023-05-03 07:55:48;18653;7.9;2;2.3
8613 YWP;3;2023-10-02 08:33:41;25033;8.6;0;0.4
8613 YWP;3;2023-11-01 08:51:55;23564;8.9;2;2.4
6998 LOQ;3;2023-07-04 10:33:19;24146;10.6;1;1.4
6998 LOQ;3;2023-11-30 09:35:27;20251;9.6;3;3.4
6998 LOQ;3;2023-09-18 10:13:37;15287;10.2;0;0.4
6998 LOQ;3;2023-05-25 08:45:43;22891;8.8;3;3.4
6998 LOQ;3;2023-12-04 09:45:13;23025;9.8;0;0.4
6998 LOQ;3;2023-05-31 09:19:30;19845;9.3;2;2.4
6998 LOQ;3;2023-02-28 09:01:01;17017;9.0;1;1.4
6998 LOQ;3;2023-03-31 09:06:10;22671;9.1;4;4.4
6998 LOQ;3;2023-12-01 08:01:06;18616;8.0;4;4.3
6998 LOQ;3;2023-01-31 10:19:59;19565;10.3;1;1.4
6998 LOQ;3;2023-07-27 09:05:53;21431;9.1;3;3.4
6998 LOQ;3;2023-08-25 09:13:26;17083;9.2;4;4.4
6998 LOQ;3;2023-08-18 08:05:16;28291;8.1;4;4.3
6998 LOQ;3;2023-01-27 07:31:38;21290;7.5;4;4.3
6998 LOQ;3;2023-10-30 07:56:42;21077;7.9;0;0.3
6998 LOQ;3;2023-03-09 07:45:54;14812;7.8;3;3.3
6998 LOQ;3;2023-05-16 08:27:43;21675;8.5;1;1.4
6998 LOQ;3;2023-07-03 09:15:40;21167;9.3;0;0.4
6998 LOQ;3;2023-08-03 10:04:09;11531;10.1;3;3.4
6998 LOQ;3;2023-03-07 08:46:39;22972;8.8;1;1.4
6998 LOQ;3;2023-04-24 09:09:41;26487;9.2;0;0.4
6998 LOQ;3;2023-07-11 10:37:03;24537;10.6;1;1.4
6998 LOQ;3;2023-12-27 09:09:15;19273;9.2;2;2.4
6998 LOQ;3;2023-05-11 08:26:16;23435;8.4;3;3.4
6998 LOQ;3;2023-07-18 09:47:37;26443;9.8;1;1.4
6998 LOQ;3;2023-11-20 10:41:05;16333;10.7;0;0.4
6998 LOQ;3;2023-12-06 09:13:03;18894;9.2;2;2.4
6998 LOQ;3;2023-01-19 08:42:56;24116;8.7;3;3.4
6998 LOQ;3;2023-09-01 09:14:21;14682;9.2;4;4.4
6998 LOQ;3;2023-07-13 09:06:10;19299;9.1;3;3.4
6998 LOQ;3;2023-07-24 08:02:32;25321;8.0;0;0.3
6998 LOQ;3;2023-08-02 10:07:54;23086;10.1;2;2.4
6998 LOQ;3;2023-11-07 09:39:01;19458;9.7;1;1.4
6998 LOQ;3;2023-05-09 08:33:08;17878;8.6;1;1.4
6998 LOQ;3;2023-04-03 09:32:44;20990;9.5;0;0.4
6998 LOQ;3;2023-12-13 08:51:42;21441;8.9;2;2.4
6998 LOQ;3;2023-08-17 08:53:10;24387;8.9;3;3.4
6998 LOQ;3;2023-06-08 09:40:48;21611;9.7;3;3.4
6998 LOQ;3;2023-11-28 08:21:58;18746;8.4;1;1.4
6998 LOQ;3;2023-03-15 09:52:45;23451;9.9;2;2.4
6998 LOQ;3;2023-03-02 06:08:10;16958;6.1;3;3.3
6998 LOQ;3;2023-12-14 07:13:54;21194;7.2;3;3.3
6998 LOQ;3;2023-05-17 08:59:48;21109;9.0;2;2.4
6998 LOQ;3;2023-01-26 09:28:32;27016;9.5;3;3.4
6998 LOQ;3;2023-10-27 09:19:18;26579;9.3;4;4.4
6998 LOQ;3;2023-01-24 08:50:39;24502;8.8;1;1.4
6998 LOQ;3;2023-03-23 09:09:14;24895;9.2;3;3.4
6998 LOQ;3;2023-05-18 07:50:34;18016;7.8;3;3.3
6998 LOQ;3;2023-02-23 10:22:44;19170;10.4;3;3.4
6998 LOQ;3;2023-07-12 08:37:15;24140;8.6;2;2.4
6998 LOQ;3;2023-06-28 08:36:17;19893;8.6;2;2.4
6998 LOQ;3;2023-10-19 08:40:25;16383;8.7;3;3.4
6998 LOQ;3;2023-10-26 09:00:31;21202;9.0;3;3.4
6998 LOQ;3;2023-08-04 08:37:12;14497;8.6;4;4.4
6998 LOQ;3;2023-11-27 09:50:11;27160;9.8;0;0.4
6998 LOQ;3;2023-04-06 09:38:27;25151;9.6;3;3.4
6998 LOQ;3;2023-06-06 08:30:40;18533;8.5;1;1.4
6998 LOQ;3;2023-02-03 09:17:17;15259;9.3;4;4.4
6998 LOQ;3;2023-02-13 09:23:34;24660;9.4;0;0.4
6998 LOQ;3;2023-09-28 08:36:42;24142;8.6;3;3.4
6998 LOQ;3;2023-11-01 08:22:54;30938;8.4;2;2.4
6998 LOQ;3;2023-01-04 07:58:58;23146;8.0;2;2.3
6998 LOQ;3;2023-10-10 10:18:36;22888;10.3;1;1.4
6998 LOQ;3;2023-01-10 10:09:28;17819;10.2;1;1.4
6998 LOQ;3;2023-12-18 07:20:05;16231;7.3;0;0.3
6998 LOQ;3;2023-10-17 09:44:35;25000;9.7;1;1.4
6998 LOQ;3;2023-04-05 08:17:58;22911;8.3;2;2.3
6998 LOQ;3;2023-06-05 08:36:32;24405;8.6;0;0.4
6998 LOQ;3;2023-11-16 09:18:47;18244;9.3;3;3.4
6998 LOQ;3;2023-11-14 08:02:59;17057;8.0;1;1.3
6998 LOQ;3;2023-06-23 08:50:20;19712;8.8;4;4.4
6998 LOQ;3;2023-08-14 09:24:11;13390;9.4;0;0.4
6998 LOQ;3;2023-12-21 08:19:52;20368;8.3;3;3.3
6998 LOQ;3;2023-02-08 08:34:12;16722;8.6;2;2.4
6998 LOQ;3;2023-04-04 09:42:11;21368;9.7;1;1.4
6998 LOQ;3;2023-08-21 10:07:41;19207;10.1;0;0.4
6998 LOQ;3;2023-08-30 09:11:53;25929;9.2;2;2.4
6998 LOQ;3;2023-10-12 08:16:11;13540;8.3;3;3.3
6998 LOQ;3;2023-09-29 09:04:27;25274;9.1;4;4.4
6998 LOQ;3;2023-06-26 08:49:08;29219;8.8;0;0.4
6998 LOQ;3;2023-05-22 08:49:13;24898;8.8;0;0.4
6998 LOQ;3;2023-03-06 08:33:36;22518;8.6;0;0.4
6998 LOQ;3;2023-01-05 07:10:44;20774;7.2;3;3.3
6998 LOQ;3;2023-12-07 10:26:09;22447;10.4;3;3.4
6998 LOQ;3;2023-06-21 09:57:45;14936;10.0;2;2.4
6998 LOQ;3;2023-11-15 08:56:03;18698;8.9;2;2.4
6998 LOQ;3;2023-05-30 09:20:54;18518;9.3;1;1.4
6998 LOQ;3;2023-08-09 08:55:10;18254;8.9;2;2.4
6998 LOQ;3;2023-02-15 08:17:59;18455;8.3;2;2.3
6998 LOQ;3;2023-10-05 07:44:36;23442;7.7;3;3.3
6998 LOQ;3;2023-06-27 10:34:33;18887;10.6;1;1.4
6998 LOQ;3;2023-06-15 11:11:42;20755;11.2;3;3.5
6998 LOQ;3;2023-11-22 09:24:09;21208;9.4;2;2.4
6998 LOQ;3;2023-09-06 08:15:49;28758;8.3;2;2.3
6998 LOQ;3;2023-09-14 09:38:28;20995;9.6;3;3.4
6998 LOQ;3;2023-11-17 08:25:49;25192;8.4;4;4.3
6998 LOQ;3;2023-11-23 08:30:57;20261;8.5;3;3.4
6998 LOQ;3;2023-03-16 07:57:54;20439;8.0;3;3.3
6998 LOQ;3;2023-09-08 09:10:41;26222;9.2;4;4.4
6995 PTK;3;2023-04-26 09:31:20;18078;9.5;2;2.4
6995 PTK;3;2023-07-26 11:15:18;24621;11.3;2;2.5
6995 PTK;3;2023-12-21 08:39:01;26783;8.7;3;3.4
6995 PTK;3;2023-02-03 08:51:59;13753;8.9;4;4.4
6995 PTK;3;2023-03-10 06:58:04;20925;7.0;4;4.3
6995 PTK;3;2023-01-10 08:27:26;19823;8.5;1;1.4
6995 PTK;3;2023-05-05 10:50:41;23958;10.8;4;4.5
6995 PTK;3;2023-08-01 08:53:57;26673;8.9;1;1.4
6995 PTK;3;2023-09-11 08:01:54;24129;8.0;0;0.3
6995 PTK;3;2023-10-26 08:47:38;21259;8.8;3;3.4
6995 PTK;3;2023-03-14 10:03:46;14946;10.1;1;1.4
6995 PTK;3;2023-03-21 07:57:16;22219;8.0;1;1.3
6995 PTK;3;2023-08-10 10:14:25;22258;10.2;3;3.4
6995 PTK;3;2023-11-15 08:26:37;19200;8.4;2;2.4
6995 PTK;3;2023-09-22 06:48:20;20144;6.8;4;4.3
6995 PTK;3;2023-03-03 09:24:58;19574;9.4;4;4.4
6995 PTK;3;2023-05-17 08:39:00;19802;8.7;2;2.4
6995 PTK;3;2023-04-12 08:43:40;21130;8.7;2;2.4
6995 PTK;3;2023-11-03 09:28:12;21266;9.5;4;4.4
6995 PTK;3;2023-12-13 09:24:10;24952;9.4;2;2.4
6995 PTK;3;2023-12-26 09:13:21;19396;9.2;1;1.4
6995 PTK;3;2023-07-27 07:56:14;21566;7.9;3;3.3
6995 PTK;3;2023-10-19 08:32:37;17198;8.5;3;3.4
6995 PTK;3;2023-12-14 08:32:34;23068;8.5;3;3.4
6995 PTK;3;2023-11-13 09:26:35;19944;9.4;0;0.4
6995 PTK;3;2023-04-13 08:44:30;23682;8.7;3;3.4
6995 PTK;3;2023-01-03 10:01:42;28401;10.0;1;1.4
6995 PTK;3;2023-06-02 09:12:49;23769;9.2;4;4.4
6995 PTK;3;2023-05-30 08:21:03;28031;8.4;1;1.4
6995 PTK;3;2023-05-22 09:30:30;26906;9.5;0;0.4
6995 PTK;3;2023-02-23 09:18:12;26639;9.3;3;3.4
6995 PTK;3;2023-07-03 07:33:53;19566;7.6;0;0.3
6995 PTK;3;2023-03-29 08:41:35;25454;8.7;2;2.4
6995 PTK;3;2023-02-06 10:54:16;16197;10.9;0;0.5
6995 PTK;3;2023-02-17 09:55:39;21898;9.9;4;4.4
6995 PTK;3;2023-03-17 07:23:12;15886;7.4;4;4.3
6995 PTK;3;2023-11-07 07:37:58;18786;7.6;1;1.3
6995 PTK;3;2023-04-14 08:30:56;25321;8.5;4;4.4
6995 PTK;3;2023-08-17 09:34:40;25386;9.6;3;3.4
6995 PTK;3;2023-10-10 07:10:19;19953;7.2;1;1.3
6995 PTK;3;2023-01-11 08:19:16;19477;8.3;2;2.3
6995 PTK;3;2023-10-23 07:57:48;21325;8.0;0;0.3
6995 PTK;3;2023-11-24 10:16:09;17577;10.3;4;4.4
6995 PTK;3;2023-11-08 08:36:46;23190;8.6;2;2.4
6995 PTK;3;2023-02-24 07:54:19;27357;7.9;4;4.3
6995 PTK;3;2023-07-24 07:48:42;20253;7.8;0;0.3
6995 PTK;3;2023-11-17 09:33:31;26016;9.6;4;4.4
6995 PTK;3;2023-09-18 08:21:03;16540;8.4;0;0.4
6995 PTK;3;2023-12-08 09:30:29;24843;9.5;4;4.4
6995 PTK;3;2023-06-28 09:23:17;25366;9.4;2;2.4
6995 PTK;3;2023-07-28 07:57:25;14032;8.0;4;4.3
6995 PTK;3;2023-11-06 08:16:57;17946;8.3;0;0.3
6995 PTK;3;2023-04-28 11:34:36;22661;11.6;4;4.5
6995 PTK;3;2023-07-17 09:21:50;16733;9.4;0;0.4
6995 PTK;3;2023-01-04 09:30:10;19423;9.5;2;2.4
6995 PTK;3;2023-03-24 08:37:27;21694;8.6;4;4.4
6995 PTK;3;2023-05-18 09:55:31;21173;9.9;3;3.4
6995 PTK;3;2023-05-10 09:20:02;24188;9.3;2;2.4
6995 PTK;3;2023-01-24 08:34:26;22372;8.6;1;1.4
6995 PTK;3;2023-08-23 07:29:29;20099;7.5;2;2.3
6995 PTK;3;2023-08-08 08:49:22;20657;8.8;1;1.4
6995 PTK;3;2023-11-09 10:34:06;19808;10.6;3;3.4
6995 PTK;3;2023-07-25 10:01:31;31421;10.0;1;1.4
6995 PTK;3;2023-04-20 08:42:39;22310;8.7;3;3.4
6995 PTK;3;2023-06-13 10:27:16;28345;10.5;1;1.4
6995 PTK;3;2023-02-28 08:15:44;23113;8.3;1;1.3
6995 PTK;3;2023-07-31 09:13:16;18237;9.2;0;0.4
6995 PTK;3;2023-04-10 07:13:43;25201;7.2;0;0.3
6995 PTK;3;2023-09-12 09:54:25;21631;9.9;1;1.4
6995 PTK;3;2023-11-14 09:27:30;31322;9.5;1;1.4
6995 PTK;3;2023-02-07 08:37:50;19270;8.6;1;1.4
6995 PTK;3;2023-12-20 08:50:07;23540;8.8;2;2.4
6995 PTK;3;2023-03-22 07:52:58;17883;7.9;2;2.3
6995 PTK;3;2023-12-29 10:23:57;14312;10.4;4;4.4
6995 PTK;3;2023-11-23 09:38:09;17471;9.6;3;3.4
6995 PTK;3;2023-03-28 06:49:06;27994;6.8;1;1.3
6995 PTK;3;2023-12-27 08:29:49;26729;8.5;2;2.4
6995 PTK;3;2023-10-27 10:09:00;16708;10.2;4;4.4
6995 PTK;3;2023-01-13 10:47:49;17159;10.8;4;4.5
6995 PTK;3;2023-10-20 09:56:40;19829;9.9;4;4.4
6995 PTK;3;2023-06-07 08:57:13;21337;9.0;2;2.4
6995 PTK;3;2023-10-05 09:21:07;19669;9.4;3;3.4
6995 PTK;3;2023-07-10 09:35:13;22939;9.6;0;0.4
6995 PTK;3;2023-01-23 07:35:13;21607;7.6;0;0.3
6995 PTK;3;2023-07-12 08:31:22;22079;8.5;2;2.4
6995 PTK;3;2023-08-18 09:28:07;22142;9.5;4;4.4
6995 PTK;3;2023-09-01 09:32:34;20375;9.5;4;4.4
6995 PTK;3;2023-06-15 09:22:28;25041;9.4;3;3.4
6995 PTK;3;2023-10-16 08:26:29;23935;8.4;0;0.4
6995 PTK;3;2023-04-05 10:14:36;14868;10.2;2;2.4
6995 PTK;3;2023-01-02 09:37:43;17606;9.6;0;0.4
6995 PTK;3;2023-04-25 08:12:43;19019;8.2;1;1.3
6995 PTK;3;2023-08-11 10:32:56;28218;10.5;4;4.4
5858 UCG;3;2023-01-09 10:11:44;20279;10.2;0;0.4
5858 UCG;3;2023-08-10 09:32:22;17042;9.5;3;3.4
5858 UCG;3;2023-01-30 07:26:44;22082;7.4;0;0.3
5858 UCG;3;2023-09-05 09:09:47;21039;9.2;1;1.4
5858 UCG;3;2023-08-02 10:00:41;20437;10.0;2;2.4
5858 UCG;3;2023-11-08 08:20:48;21619;8.3;2;2.3
5858 UCG;3;2023-03-13 07:37:42;15913;7.6;0;0.3
5858 UCG;3;2023-06-29 08:47:08;17882;8.8;3;3.4
5858 UCG;3;2023-06-01 07:47:06;22338;7.8;3;3.3
5858 UCG;3;2023-11-16 09:22:26;18769;9.4;3;3.4
5858 UCG;3;2023-12-29 06:53:53;23438;6.9;4;4.3
5858 UCG;3;2023-06-21 08:33:11;21628;8.6;2;2.4
5858 UCG;3;2023-09-14 09:37:04;21206;9.6;3;3.4
5858 UCG;3;2023-08-15 10:00:50;20939;10.0;1;1.4
5858 UCG;3;2023-06-12 08:06:56;23036;8.1;0;0.3
5858 UCG;3;2023-03-29 08:29:08;20701;8.5;2;2.4
5858 UCG;3;2023-09-13 09:37:44;24128;9.6;2;2.4
5858 UCG;3;2023-03-08 10:56:16;24155;10.9;2;2.5
5858 UCG;3;2023-01-06 07:34:46;20238;7.6;4;4.3
5858 UCG;3;2023-10-05 07:24:14;21908;7.4;3;3.3
5858 UCG;3;2023-04-10 08:18:43;22834;8.3;0;0.3
5858 UCG;3;2023-04-24 08:41:28;20861;8.7;0;0.4
5858 UCG;3;2023-01-16 10:15:29;17103;10.3;0;0.4
5858 UCG;3;2023-10-13 08:11:24;13985;8.2;4;4.3
5858 UCG;3;2023-08-30 08:27:17;26830;8.5;2;2.4
5858 UCG;3;2023-02-08 10:48:11;22075;10.8;2;2.5
5858 UCG;3;2023-05-04 09:37:33;23426;9.6;3;3.4
5858 UCG;3;2023-12-12 10:24:13;18913;10.4;1;1.4
5858 UCG;3;2023-11-13 09:27:08;22623;9.5;0;0.4
5858 UCG;3;2023-06-26 12:00:05;24002;12.0;0;0.5
5858 UCG;3;2023-06-08 08:57:59;14877;9.0;3;3.4
5858 UCG;3;2023-08-21 09:35:50;24699;9.6;0;0.4
5858 UCG;3;2023-05-31 06:36:42;19845;6.6;2;2.3
5858 UCG;3;2023-08-09 07:39:54;18981;7.7;2;2.3
